QUADRO DE CONTROLE DE OBRA;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
359;AB-SPM00021D-114.117-825-C01-359;1;Armadura das transversinas dos vãos 20 a 29 e 35 a 51;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
360;AB-SPM00021D-114.117-825-C01-360;1;Armadura das transversinas dos vãos 19 e 30;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
361;AB-SPM00021D-114.117-825-C01-361;1;Armadura das transversinas do vão 31;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
362;AB-SPM00021D-114.117-825-C01-362;1;Armadura das transversinas do vão 32;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
363;AB-SPM00021D-114.117-825-C01-363;1;Armadura das transversinas do vão 33;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
364;AB-SPM00021D-114.117-825-C01-364;0;Armadura das transversinas do vão 34;;2025-11-04 00:00:00;;;;
365;AB-SPM00021D-114.117-825-C01-365;0;Armadura das transversinas do vão 35a;;2025-11-04 00:00:00;;;;
366;AB-SPM00021D-114.117-825-C01-366;1;Armadura das lajes dos vãos 19 a 21;;2025-11-07 00:00:00;2026-01-15 00:00:00;;;
367;AB-SPM00021D-114.117-825-C01-367;1;Armadura das lajes dos vãos 22 a 27;;2025-11-04 00:00:00;2026-01-15 00:00:00;;;
368;AB-SPM00021D-114.117-825-C01-368;1;Armadura das lajes dos vãos 28 a 30;;2025-11-11 00:00:00;2026-01-15 00:00:00;;;
369;AB-SPM00021D-114.117-825-C01-369;1;Armadura das lajes dos vãos 31 a 33;;2025-11-11 00:00:00;2026-01-15 00:00:00;;;
370;AB-SPM00021D-114.117-825-C01-370;0;Armadura da laje do vão 34;;2025-11-11 00:00:00;;;;
371;AB-SPM00021D-114.117-825-C01-371;1;Armadura das lajes dos vãos 35, 35A e 36;;2025-11-11 00:00:00;2026-01-15 00:00:00;;;
372;AB-SPM00021D-114.117-825-C01-372;2;Armadura das lajes dos vãos 37 a 48;;2025-10-31 00:00:00;2025-11-04 00:00:00;2026-01-15 00:00:00;;
373;AB-SPM00021D-114.117-825-C01-373;1;Armadura das lajes dos vãos 49 a 51;;2025-11-04 00:00:00;2026-01-15 00:00:00;;;
374;AB-SPM00021D-114.117-825-C01-374;0;Detalhamento do call box no vão 43;;2025-10-30 00:00:00;;;;
375;AB-SPM00021D-114.117-825-C01-375;0;Armadura da laje do vão 52;;2026-01-30 00:00:00;;;;
376;AB-SPM00021D-114.117-825-C01-376;0;Armadura da laje do vão 53;;2026-01-30 00:00:00;;;;
377;AB-SPM00021D-114.117-825-C01-377;0;Armadura da laje do vão 54;;2026-01-30 00:00:00;;;;
378;AB-SPM00021D-114.117-825-C01-378;1;Armadura das lajes dos vãos 55 a 57;;2025-11-19 00:00:00;2026-01-15 00:00:00;;;
379;AB-SPM00021D-114.117-825-C01-379;1;Armadura das lajes dos vãos 58 a 63;;2025-11-19 00:00:00;2026-01-15 00:00:00;;;
380;AB-SPM00021D-114.117-825-C01-380;1;Armadura das lajes dos vãos 64 a 67;;2025-11-19 00:00:00;2026-01-15 00:00:00;;;
381;AB-SPM00021D-114.117-825-C01-381;0;Armadura das transversinas do vão 52;;2026-01-30 00:00:00;;;;
382;AB-SPM00021D-114.117-825-C01-382;0;Armadura das transversinas do vão 53;;2026-01-30 00:00:00;;;;
383;AB-SPM00021D-114.117-825-C01-383;0;Armadura das transversinas do vão 54;;2026-01-30 00:00:00;;;;
384;AB-SPM00021D-114.117-825-C01-384;0;Armadura das transversinas dos vão 55 a 67;;2026-01-30 00:00:00;;;;
385;AB-SPM00021D-114.117-825-C01-385;;Armadura das transversinas do vão 68;;;;;;
386;AB-SPM00021D-114.117-825-C01-386;;Armadura das transversinas do vão 69;;;;;;
387;AB-SPM00021D-114.117-825-C01-387;;Armadura das transversinas do vão 70;;;;;;
388;AB-SPM00021D-114.117-825-C01-388;;Armadura das transversinas do vão 71;;;;;;
389;AB-SPM00021D-114.117-825-C01-389;;Armadura das transversinas do vão 72;;;;;;
390;AB-SPM00021D-114.117-825-C01-390;;Armadura das transversinas dos vãos 73 a 81 e 94 a 147;;;;;;
391;AB-SPM00021D-114.117-825-C01-391;;Armadura das transversinas do vão 82;;;;;;
392;AB-SPM00021D-114.117-825-C01-392;;Armadura das transversinas do vão 83;;;;;;
393;AB-SPM00021D-114.117-825-C01-393;;Armadura das transversinas do vão 84;;;;;;
394;AB-SPM00021D-114.117-825-C01-394;;Armadura das transversinas do vão 85;;;;;;
395;AB-SPM00021D-114.117-825-C01-395;;Armadura das transversinas do vão 86;;;;;;
396;AB-SPM00021D-114.117-825-C01-396;;Armadura das transversinas do vão 87;;;;;;
397;AB-SPM00021D-114.117-825-C01-397;;Armadura das transversinas do vão 88;;;;;;
398;AB-SPM00021D-114.117-825-C01-398;;Forma e armadura das pré-lajes do vão 68;;;;;;
399;AB-SPM00021D-114.117-825-C01-399;;Forma e armadura das pré-lajes dos vãos 69 e 70;;;;;;
400;AB-SPM00021D-114.117-825-C01-400;;Forma e armadura das pré-lajes do vão 71;;;;;;
401;AB-SPM00021D-114.117-825-C01-401;;Forma e armadura das pré-lajes do vão 72;;;;;;
402;AB-SPM00021D-114.117-825-C01-402;;Armadura da laje do vão 68;;;;;;
403;AB-SPM00021D-114.117-825-C01-403;;Armadura da laje dos vãos 69 e 70;;;;;;
404;AB-SPM00021D-114.117-825-C01-404;;Armadura da laje dos vãos 71 e 72;;;;;;
405;AB-SPM00021D-114.117-825-C01-405;;Armadura da laje dos vãos 73 a 78;;;;;;
406;AB-SPM00021D-114.117-825-C01-406;;Armadura da laje dos vãos 79 a 81;;;;;;
407;AB-SPM00021D-114.117-825-C01-407;;Armadura da laje dos vãos 82 e 83;;;;;;
408;AB-SPM00021D-114.117-825-C01-408;;Armadura da laje dos vãos 84 e 85;;;;;;
409;AB-SPM00021D-114.117-825-C01-409;;Armadura da laje dos vãos 86 e 87;;;;;;
410;AB-SPM00021D-114.117-825-C01-410;;Armadura da laje dos vãos 88 e 89;;;;;;
411;AB-SPM00021D-114.117-825-C01-411;;Armadura da laje dos vãos 90 e 91;;;;;;
412;AB-SPM00021D-114.117-825-C01-412;;Armadura da laje dos vãos 92 a 94;;;;;;
413;AB-SPM00021D-114.117-825-C01-413;;Armadura da laje dos vãos 95 a 103;;;;;;
414;AB-SPM00021D-114.117-825-C01-414;;Armadura da laje dos vãos 104 a 148;;;;;;
415;AB-SPM00021D-114.117-825-C01-415;;Armadura da laje dos vãos 149 e 150;;;;;;
416;AB-SPM00021D-114.117-825-C01-416;;Armadura da laje dos vãos 151 e 152;;;;;;
417;AB-SPM00021D-114.117-825-C01-417;;Armadura da laje do vão 153;;;;;;
418;AB-SPM00021D-114.117-825-C01-418;;Armadura da laje dos vãos 154 a 156;;;;;;
419;AB-SPM00021D-114.117-825-C01-419;;Armadura da laje dos vãos 157 a 159;;;;;;
420;AB-SPM00021D-114.117-825-C01-420;;Armadura da laje dos vãos 160 a 162;;;;;;
421;AB-SPM00021D-114.117-825-C01-421;;Armadura da laje dos vãos 163 a 165;;;;;;
422;AB-SPM00021D-114.117-825-C01-422;;Armadura da laje dos vãos 166 a 168;;;;;;
423;AB-SPM00021D-114.117-825-C01-423;;Armadura da laje dos vãos 169 e 170;;;;;;
424;AB-SPM00021D-114.117-825-C01-424;;Armadura da laje dos vãos 171 e 172;;;;;;
425;AB-SPM00021D-114.117-825-C01-425;;Armadura da laje dos vãos 173 a 178;;;;;;
426;AB-SPM00021D-114.117-825-C01-426;;Armadura da laje dos vãos 179 a 181;;;;;;
427;AB-SPM00021D-114.117-825-C01-427;;Cablagem viga pré-moldada de 26.40m  (vão 173);;;;;;
428;AB-SPM00021D-114.117-825-C01-428;;Armadura suplementar da viga pré-moldada de 26.40m (vão 173);;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;AS BUILT;;;;;;;;
450;AB-SPM00021D-114.117-825-C01-450;A;Reforço do bloco do apoio 39 devido E39.7 perdida;;2025-10-24 00:00:00;;;;
451;AB-SPM00021D-114.117-825-C01-451;A;Reforço do bloco do apoio 17 devido PDA no E17.2 e E17.4;;2025-10-27 00:00:00;;;;
452;AB-SPM00021D-114.117-825-C01-452;A;Reforço construtivo dos pilares dos apoios 54 a 63;;2026-02-10 00:00:00;;;;
;;;;;;;;;
;;;Obra: ;Complexo Alto Tietê - Ferradura - fase 3;;;P3937;;
;;;Estrada: ;SP-021 - Rodoanel Mário Covas - Leste;;;;;
;;;km / estaca: ;km 114+600 ao  km 117+000;;;;;
N;FOL / CÓD.;REV.;ASSUNTO;;R0;R1;R2;R3;
;;;;;;;;;
1;AB-SPM00021D-115.117-925-C01-701;1;Implantação - Planta, elevação e sondagens - apoios 1 a 7;;2025-10-24 00:00:00;2026-02-24 00:00:00;;;
2;AB-SPM00021D-115.117-925-C01-702;0;Implantação - Planta, elevação e sondagens - apoios 7 a 11;;2026-02-24 00:00:00;;;;
3;AB-SPM00021D-115.117-925-C01-703;0;Implantação - Planta, elevação e sondagens - apoios 11 a 14 - parte 1/2;;2026-02-24 00:00:00;;;;
4;AB-SPM00021D-115.117-925-C01-704;0;Implantação - Planta, elevação e sondagens - apoios 11 a 14 - parte 2/2;;2026-02-24 00:00:00;;;;
5;AB-SPM00021D-115.117-925-C01-705;0;Implantação - Planta, elevação e sondagens - apoios 14 a 18;;2026-02-25 00:00:00;;;;
6;AB-SPM00021D-115.117-925-C01-706;0;Implantação - Planta, elevação e sondagens - apoios 18 a 22;;2026-02-25 00:00:00;;;;
7;AB-SPM00021D-115.117-925-C01-707;;Formas - Plantas - apoios 1 a 11;;;;;;
8;AB-SPM00021D-115.117-925-C01-708;;Formas - Plantas - apoios 11 a 14;;;;;;
9;AB-SPM00021D-115.117-925-C01-709;;Formas - Plantas - apoios 14 a 22;;;;;;
10;AB-SPM00021D-115.117-925-C01-710;;Formas - Seções e detalhes do apoio 1;;;;;;
11;AB-SPM00021D-115.117-925-C01-711;;Formas - Seções e detalhes do apoio 2;;;;;;
12;AB-SPM00021D-115.117-925-C01-712;;Formas - Seções e detalhes dos apoios 3 a 5;;;;;;
13;AB-SPM00021D-115.117-925-C01-713;;Formas - Seções e detalhes dos apoios 6 a 8;;;;;;
14;AB-SPM00021D-115.117-925-C01-714;;Formas - Seções e detalhes do apoio 9;;;;;;
15;AB-SPM00021D-115.117-925-C01-715;;Formas - Seções e detalhes do apoio 10;;;;;;
16;AB-SPM00021D-115.117-925-C01-716;1;Formas - Seções e detalhes do apoio 11;;2026-03-16 00:00:00;2026-03-31 00:00:00;;;
17;AB-SPM00021D-115.117-925-C01-717;1;Formas - Seções e detalhes do apoio 12;;2026-03-10 00:00:00;2026-03-26 00:00:00;;;
18;AB-SPM00021D-115.117-925-C01-718;1;Formas - Seções e detalhes do apoio 13;;2026-03-10 00:00:00;2026-03-27 00:00:00;;;
19;AB-SPM00021D-115.117-925-C01-719;1;Formas - Seções e detalhes do apoio 14;;2026-03-11 00:00:00;2026-03-31 00:00:00;;;
20;AB-SPM00021D-115.117-925-C01-720;;Formas - Seções e detalhes do apoio 15;;;;;;
21;AB-SPM00021D-115.117-925-C01-721;;Formas - Seções e detalhes do apoio 16;;;;;;
22;AB-SPM00021D-115.117-925-C01-722;;Formas - Seções e detalhes dos apoios 17 e 18;;;;;;
23;AB-SPM00021D-115.117-925-C01-723;;Formas - Seções e detalhes dos apoios 19 e 20;;;;;;
24;AB-SPM00021D-115.117-925-C01-724;;Formas - Seções e detalhes do apoio 21;;;;;;
25;AB-SPM00021D-115.117-925-C01-725;;Formas - Seções e detalhes do apoio 22;;;;;;
26;AB-SPM00021D-115.117-925-C01-726;;Formas - Caixão do vão 11;;;;;;
27;AB-SPM00021D-115.117-925-C01-727;;Formas - Caixão do vão 12;;;;;;
28;AB-SPM00021D-115.117-925-C01-728;;Formas - Caixão do vão 13;;;;;;
29;AB-SPM00021D-115.117-925-C01-729;;Sequência construtiva balanço sucessivo vãos 11 a 13;;;;;;
30;AB-SPM00021D-115.117-925-C01-730;;Armadura dos blocos, pilares e travamento do apoio 1;;;;;;
31;AB-SPM00021D-115.117-925-C01-731;;Armadura dos blocos, pilares e travamento do apoio 2;;;;;;
32;AB-SPM00021D-115.117-925-C01-732;;Armadura dos blocos, pilares e travamento dos apoios 3 a 5;;;;;;
33;AB-SPM00021D-115.117-925-C01-733;;Armadura dos blocos, pilares e travamento dos apoios 6 a 10 e 15 a 20;;;;;;
34;AB-SPM00021D-115.117-925-C01-734;0;Cablagem dos blocos e travamento dos apoios 11 e 14;;2026-03-31 00:00:00;;;;
35;AB-SPM00021D-115.117-925-C01-735;0;Armadura dos blocos e travamento dos apoios 11 e 14;;2026-03-31 00:00:00;;;;
36;AB-SPM00021D-115.117-925-C01-736;;Armadura dos pilares dos apoios 11 e 14;;;;;;
37;AB-SPM00021D-115.117-925-C01-737;0;Cablagem dos blocos e travamentos dos apoios 12 e 13;;2026-03-26 00:00:00;;;;
38;AB-SPM00021D-115.117-925-C01-738;1;Armadura dos blocos e travamentos dos apoios 12 e 13 - parte 1/2;;2026-03-26 00:00:00;2026-03-31 00:00:00;;;
39;AB-SPM00021D-115.117-925-C01-739;1;Armadura dos blocos e travamentos dos apoios 12 e 13 - parte 2/2;;2026-03-26 00:00:00;2026-03-31 00:00:00;;;
40;AB-SPM00021D-115.117-925-C01-740;;Armadura dos pilares dos apoios 12 e 13 - parte 1/2;;;;;;
41;AB-SPM00021D-115.117-925-C01-741;;Armadura dos pilares dos apoios 12 e 13 - parte 2/2;;;;;;
42;AB-SPM00021D-115.117-925-C01-742;;Armadura dos blocos, pilares e travamento dos apoios 21 e 22;;;;;;
43;AB-SPM00021D-115.117-925-C01-743;;Armadura da travessa do apoio 1;;;;;;
44;AB-SPM00021D-115.117-925-C01-744;;Armadura da travessa do apoio 2;;;;;;
45;AB-SPM00021D-115.117-925-C01-745;;Armadura das travessas dos apoios 3 a 8, 17 e 18;;;;;;
46;AB-SPM00021D-115.117-925-C01-746;;Armadura da travessa do apoio 9;;;;;;
47;AB-SPM00021D-115.117-925-C01-747;;Armadura da travessa do apoio 10;;;;;;
48;AB-SPM00021D-115.117-925-C01-748;;Armadura das travessas dos apoios 11 e 14;;;;;;
49;AB-SPM00021D-115.117-925-C01-749;;Armadura da travessa do apoio 15;;;;;;
50;AB-SPM00021D-115.117-925-C01-750;;Armadura da travessa do apoio 16;;;;;;
51;AB-SPM00021D-115.117-925-C01-751;;Armadura das travessas dos apoios 19 e 21;;;;;;
52;AB-SPM00021D-115.117-925-C01-752;;Armadura da travessa do apoio 22;;;;;;
53;AB-SPM00021D-115.117-925-C01-753;0;Cablagem da viga pré-moldada de 25.40m;;2026-03-16 00:00:00;;;;
54;AB-SPM00021D-115.117-925-C01-754;0;Armadura suplementar da viga pré-moldada 25.40m;;2026-03-16 00:00:00;;;;
55;AB-SPM00021D-115.117-925-C01-755;;Cablagem da viga pré-moldada de 15.00m;;;;;;
56;AB-SPM00021D-115.117-925-C01-756;;Armadura suplementar da viga pré-moldada 15.00m;;;;;;
57;AB-SPM00021D-115.117-925-C01-757;;Cablagem da viga pré-moldada de 29.58m;;;;;;
58;AB-SPM00021D-115.117-925-C01-758;;Armadura suplementar da viga pré-moldada 29.58m;;;;;;
59;AB-SPM00021D-115.117-925-C01-759;;Cablagem da viga pré-moldada de 30.36m;;;;;;
60;AB-SPM00021D-115.117-925-C01-760;;Armadura suplementar da viga pré-moldada 30.36m;;;;;;
61;AB-SPM00021D-115.117-925-C01-761;;Cablagem da viga pré-moldada de 31.14m;;;;;;
62;AB-SPM00021D-115.117-925-C01-762;;Armadura suplementar da viga pré-moldada 31.14m;;;;;;
63;AB-SPM00021D-115.117-925-C01-763;;Cablagem da viga pré-moldada de 28.30m;;;;;;
64;AB-SPM00021D-115.117-925-C01-764;;Armadura suplementar da viga pré-moldada 28.30m;;;;;;
65;AB-SPM00021D-115.117-925-C01-765;;Cablagem da viga pré-moldada de 23.50m;;;;;;
66;AB-SPM00021D-115.117-925-C01-766;;Armadura suplementar da viga pré-moldada 23.50m;;;;;;
67;AB-SPM00021D-115.117-925-C01-767;;Cablagem da viga pré-moldada de 19.80m;;;;;;
68;AB-SPM00021D-115.117-925-C01-768;;Armadura suplementar da viga pré-moldada 19.80m;;;;;;
69;AB-SPM00021D-115.117-925-C01-769;;Forma e armadura das pré-lajes dos vãos 1 e 2;;;;;;
70;AB-SPM00021D-115.117-925-C01-770;;Forma e armadura das pré-lajes dos vãos 3 a 8;;;;;;
71;AB-SPM00021D-115.117-925-C01-771;;Forma e armadura das pré-lajes do vão 9;;;;;;
72;AB-SPM00021D-115.117-925-C01-772;;Forma e armadura das pré-lajes dos vãos 10 e 14;;;;;;
73;AB-SPM00021D-115.117-925-C01-773;;Forma e armadura das pré-lajes do vão 15;;;;;;
74;AB-SPM00021D-115.117-925-C01-774;;Forma e armadura das pré-lajes do vão 16;;;;;;
75;AB-SPM00021D-115.117-925-C01-775;;Forma e armadura das pré-lajes do vão 17;;;;;;
76;AB-SPM00021D-115.117-925-C01-776;;Forma e armadura das pré-lajes dos vãos 18 a 21;;;;;;
77;AB-SPM00021D-115.117-925-C01-777;;Forma e armadura das pré-lajes do vão 22;;;;;;
78;AB-SPM00021D-115.117-925-C01-778;;Armadura das transversinas dos vãos 1 a 8;;;;;;
79;AB-SPM00021D-115.117-925-C01-779;;Armadura das transversinas do vão 9;;;;;;
80;AB-SPM00021D-115.117-925-C01-780;;Armadura das transversinas dos vãos 10 e 14;;;;;;
81;AB-SPM00021D-115.117-925-C01-781;;Armadura das transversinas do vão 15;;;;;;
82;AB-SPM00021D-115.117-925-C01-782;;Armadura das transversinas dos vãos 16 e 18 a 21;;;;;;
83;AB-SPM00021D-115.117-925-C01-783;;Armadura das transversinas do vão 17;;;;;;
84;AB-SPM00021D-115.117-925-C01-784;;Armadura das transversinas do vão 22;;;;;;
85;AB-SPM00021D-115.117-925-C01-785;;Armadura das lajes dos vãos 1 e 2;;;;;;
86;AB-SPM00021D-115.117-925-C01-786;;Armadura das lajes dos vãos 3 a 8;;;;;;
87;AB-SPM00021D-115.117-925-C01-787;;Armadura das lajes dos vãos 9 e 10;;;;;;
88;AB-SPM00021D-115.117-925-C01-788;;Armadura das lajes dos vãos 14 e 15;;;;;;
89;AB-SPM00021D-115.117-925-C01-789;;Armadura das lajes dos vãos 16 e 17;;;;;;
90;AB-SPM00021D-115.117-925-C01-790;;Armadura das lajes dos vãos 18 a 21;;;;;;
91;AB-SPM00021D-115.117-925-C01-791;;Armadura da laje do vão 22;;;;;;
92;AB-SPM00021D-115.117-925-C01-792;;Armadura do disparo do apoio 12 - parte 1/2;;;;;;
93;AB-SPM00021D-115.117-925-C01-793;;Armadura do disparo do apoio 12 - parte 2/2;;;;;;
94;AB-SPM00021D-115.117-925-C01-794;;Armadura do disparo do apoio 13 - parte 1/2;;;;;;
95;AB-SPM00021D-115.117-925-C01-795;;Armadura do disparo do apoio 13 - parte 2/2;;;;;;
96;AB-SPM00021D-115.117-925-C01-796;;Cablagem longitudinal do caixão - parte 1/7;;;;;;
97;AB-SPM00021D-115.117-925-C01-797;;Cablagem longitudinal do caixão - parte 2/7;;;;;;
98;AB-SPM00021D-115.117-925-C01-798;;Cablagem longitudinal do caixão - parte 3/7;;;;;;
99;AB-SPM00021D-115.117-925-C01-799;;Cablagem longitudinal do caixão - parte 4/7;;;;;;
100;AB-SPM00021D-115.117-925-C01-800;;Cablagem longitudinal do caixão - parte 5/7;;;;;;
101;AB-SPM00021D-115.117-925-C01-801;;Cablagem longitudinal do caixão - parte 6/7;;;;;;
102;AB-SPM00021D-115.117-925-C01-802;;Cablagem longitudinal do caixão - parte 7/7;;;;;;
103;AB-SPM00021D-115.117-925-C01-803;;Armadura das aduelas 1 a 5;;;;;;
104;AB-SPM00021D-115.117-925-C01-804;;Armadura das aduelas 6 a 9;;;;;;
105;AB-SPM00021D-115.117-925-C01-805;;Armadura da aduela 10 e fechamento lateral;;;;;;
106;AB-SPM00021D-115.117-925-C01-806;;Armadura da aduela de fechamento central do vão 12;;;;;;
107;AB-SPM00021D-115.117-925-C01-807;;Forma e armadura dos nichos dos cabos positivos dos vãos 11 e 13;;;;;;
108;AB-SPM00021D-115.117-925-C01-808;;Forma e armadura dos nichos dos cabos positivos do vão 12;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;                ;;;;;
;;;;;;;;;
;;;Obra: ;Complexo Alto Tietê - Ramo 2000 - fase 3;;;P3938;;
;;;Estrada: ;SP-021 - Rodoanel Mário Covas - Leste;;;;;
;;;km / estaca: ;km 114+600 ao  km 117+000;;;;;
N;FOL / CÓD.;REV.;ASSUNTO;;R0;R1;R2;R3;
;;;;;;;;;
1;AB-SPM00021D-115.117-925-C01-501;2;Implantação - Planta, elevação e sondagens - apoios 1 a 5;;2025-08-22 00:00:00;2025-12-10 00:00:00;2026-02-17 00:00:00;;
2;AB-SPM00021D-115.117-925-C01-502;2;Implantação - Planta, elevação e sondagens - apoios 5 a 9;;2025-08-22 00:00:00;2025-12-10 00:00:00;2026-02-17 00:00:00;;
3;AB-SPM00021D-115.117-925-C01-503;0;Formas - Plantas - apoios 1 a 5;;2025-12-10 00:00:00;;;;
4;AB-SPM00021D-115.117-925-C01-504;0;Formas - Plantas - apoios 5 a 9;;2025-12-10 00:00:00;;;;
5;AB-SPM00021D-115.117-925-C01-505;1;Formas - Seções e detalhes do apoio 1;;2025-12-11 00:00:00;2026-02-17 00:00:00;;;
6;AB-SPM00021D-115.117-925-C01-506;1;Formas - Seções e detalhes do apoio 2;;2025-12-11 00:00:00;2026-02-17 00:00:00;;;
7;AB-SPM00021D-115.117-925-C01-507;1;Formas - Seções e detalhes dos apoios 3 a 5;;2025-12-11 00:00:00;2026-02-17 00:00:00;;;
8;AB-SPM00021D-115.117-925-C01-508;1;Formas - Seções e detalhes do apoio 6;;2025-12-11 00:00:00;2026-02-17 00:00:00;;;
9;AB-SPM00021D-115.117-925-C01-509;1;Formas - Seções e detalhes do apoio 7;;2025-12-11 00:00:00;2026-02-17 00:00:00;;;
10;AB-SPM00021D-115.117-925-C01-510;1;Formas - Seções e detalhes do apoio 8;;2025-12-11 00:00:00;2026-02-17 00:00:00;;;
11;AB-SPM00021D-115.117-925-C01-511;1;Formas - Seções e detalhes do apoio 9;;2025-12-11 00:00:00;2026-02-17 00:00:00;;;
12;AB-SPM00021D-115.117-925-C01-512;1;Armadura dos blocos e pilares dos apoios 1 a 6;;2026-01-06 00:00:00;2026-02-13 00:00:00;;;
13;AB-SPM00021D-115.117-925-C01-513;1;Armadura dos blocos, pilares e travamento dos apoios 7 e 8;;2026-01-14 00:00:00;2026-02-17 00:00:00;;;
14;AB-SPM00021D-115.117-925-C01-514;1;Armadura dos blocos, pilares e travamento do apoio 9;;2026-01-06 00:00:00;2026-02-17 00:00:00;;;
