QUADRO DE CONTROLE DE OBRA;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
15;AB-SPM00021D-115.117-925-C01-515;0;Armadura da travessa do apoio 1;;2026-01-14 00:00:00;;;;
16;AB-SPM00021D-115.117-925-C01-516;0;Armadura das travessas dos apoios 2 a 6;;2026-02-06 00:00:00;;;;
17;AB-SPM00021D-115.117-925-C01-517;0;Armadura da travessa do apoio 7;;2026-02-06 00:00:00;;;;
18;AB-SPM00021D-115.117-925-C01-518;0;Armadura da travessa do apoio 8;;2026-02-06 00:00:00;;;;
19;AB-SPM00021D-115.117-925-C01-519;0;Armadura da travessa do apoio 9;;2026-02-06 00:00:00;;;;
20;AB-SPM00021D-115.117-925-C01-520;0;Cablagem da viga pré-moldada de 24.30m (vão 2);;2025-12-05 00:00:00;;;;
21;AB-SPM00021D-115.117-925-C01-521;1;Armadura suplementar da viga pré-moldada 24.30m (vão 2);;2025-12-05 00:00:00;2025-12-09 00:00:00;;;
22;AB-SPM00021D-115.117-925-C01-522;0;Cablagem da viga pré-moldada de 29.50m;;2025-12-08 00:00:00;;;;
23;AB-SPM00021D-115.117-925-C01-523;0;Armadura suplementar da viga pré-moldada 29.50m;;2025-12-09 00:00:00;;;;
24;AB-SPM00021D-115.117-925-C01-524;0;Forma e armadura das pré-lajes dos vãos 1 a 5;;2026-02-06 00:00:00;;;;
25;AB-SPM00021D-115.117-925-C01-525;0;Forma e armadura das pré-lajes dos vãos 6 e 7;;2026-02-06 00:00:00;;;;
26;AB-SPM00021D-115.117-925-C01-526;0;Forma e armadura das pré-lajes do vão 8;;2026-02-06 00:00:00;;;;
27;AB-SPM00021D-115.117-925-C01-527;0;Forma e armadura das pré-lajes do vão 9;;2026-02-06 00:00:00;;;;
28;AB-SPM00021D-115.117-925-C01-528;0;Armadura das transversinas dos vãos 1 a 6;;2026-02-17 00:00:00;;;;
29;AB-SPM00021D-115.117-925-C01-529;0;Armadura das transversinas do vão 7;;2026-02-17 00:00:00;;;;
30;AB-SPM00021D-115.117-925-C01-530;0;Armadura das transversinas do vão 8;;2026-02-17 00:00:00;;;;
31;AB-SPM00021D-115.117-925-C01-531;0;Armadura das transversinas do vão 9;;2026-02-17 00:00:00;;;;
32;AB-SPM00021D-115.117-925-C01-532;;Esquema construtivo do tabuleiro;;;;;;
33;AB-SPM00021D-115.117-925-C01-533;;Armadura das lajes do vão 1;;;;;;
34;AB-SPM00021D-115.117-925-C01-534;;Armadura das lajes dos vãos 2 a 5;;;;;;
35;AB-SPM00021D-115.117-925-C01-535;;Armadura das lajes dos vãos 6 a 7;;;;;;
36;AB-SPM00021D-115.117-925-C01-536;;Armadura das lajes dos vãos 8 a 9;;;;;;
;;;;;;;;;
;AS BUILT;;;;;;;;
;AB-SPM00021D-115.117-925-C01-550;A;Armadura das estacas raiz dos apoios 5 e 6;;2026-02-23 00:00:00;;;;
;AB-SPM00021D-115.117-925-C01-551;B;Armadura dos blocos e pilares dos apoios 5 e 6;;2026-02-23 00:00:00;2026-02-24 00:00:00;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;                ;;;;;
;;;;;;;;;
;;;Obra: ;Complexo Alto Tietê - Ramo 900 - fase 3;;;P3939;;
;;;Estrada: ;SP-021 - Rodoanel Mário Covas - Leste;;;;;
;;;km / estaca: ;km 114+600 ao  km 117+000;;;;;
N;FOL / CÓD.;REV.;ASSUNTO;;R0;R1;R2;R3;
;;;;;;;;;
1;AB-SPM00021D-115.117-925-C01-601;1;Implantação - Planta, elevação e sondagens - apoios 1 a 13;;2025-09-09 00:00:00;2026-02-23 00:00:00;;;
2;AB-SPM00021D-115.117-925-C01-602;1;Implantação - Planta, elevação e sondagens - apoios 12 a 24;;2025-09-10 00:00:00;2026-02-23 00:00:00;;;
3;AB-SPM00021D-115.117-925-C01-603;1;Implantação - Planta, elevação e sondagens - apoios 24 a 29;;2025-09-11 00:00:00;2026-02-23 00:00:00;;;
4;AB-SPM00021D-115.117-925-C01-604;1;Formas - Plantas - parte 1/2;;2025-09-12 00:00:00;2026-02-23 00:00:00;;;
5;AB-SPM00021D-115.117-925-C01-605;0;Formas - Plantas - parte 2/2;;2025-09-12 00:00:00;;;;
6;AB-SPM00021D-115.117-925-C01-606;1;Formas - Seções e detalhes do apoio 1;;2025-10-24 00:00:00;2026-02-23 00:00:00;;;
7;AB-SPM00021D-115.117-925-C01-607;1;Formas - Seções e detalhes do apoio 2;;2025-10-27 00:00:00;2026-02-23 00:00:00;;;
8;AB-SPM00021D-115.117-925-C01-608;1;Formas - Seções e detalhes dos apoios 3 e 4;;2025-10-27 00:00:00;2026-02-23 00:00:00;;;
9;AB-SPM00021D-115.117-925-C01-609;1;Formas - Seções e detalhes do apoio 5;;2025-10-27 00:00:00;2026-02-23 00:00:00;;;
10;AB-SPM00021D-115.117-925-C01-610;1;Formas - Seções e detalhes dos apoios 6 a 8;;2025-11-13 00:00:00;2026-02-23 00:00:00;;;
11;AB-SPM00021D-115.117-925-C01-611;1;Formas - Seções e detalhes do apoio 9;;2025-12-09 00:00:00;2026-02-23 00:00:00;;;
12;AB-SPM00021D-115.117-925-C01-612;1;Formas - Seções e detalhes dos apoios 10 a 15;;2025-12-10 00:00:00;2026-02-23 00:00:00;;;
13;AB-SPM00021D-115.117-925-C01-613;2;Formas - Seções e detalhes do apoio 16;;2025-12-10 00:00:00;2026-01-07 00:00:00;2026-02-23 00:00:00;;
14;AB-SPM00021D-115.117-925-C01-614;1;Formas - Seções e detalhes do apoio 17;;2026-01-07 00:00:00;2026-02-23 00:00:00;;;
15;AB-SPM00021D-115.117-925-C01-615;1;Formas - Seções e detalhes do apoio 18;;2026-01-07 00:00:00;2026-02-23 00:00:00;;;
16;AB-SPM00021D-115.117-925-C01-616;1;Formas - Seções e detalhes dos apoios 19 a 28;;2026-01-07 00:00:00;2026-02-23 00:00:00;;;
17;AB-SPM00021D-115.117-925-C01-617;1;Formas - Seções e detalhes do apoio 29;;2026-01-07 00:00:00;2026-02-23 00:00:00;;;
18;AB-SPM00021D-115.117-925-C01-618;1;Armadura do bloco e pilar do apoio 1;;2026-01-08 00:00:00;2026-02-23 00:00:00;;;
19;AB-SPM00021D-115.117-925-C01-619;1;Armadura do blocos, pilares e travamento do apoio 2;;2026-01-08 00:00:00;2026-02-20 00:00:00;;;
20;AB-SPM00021D-115.117-925-C01-620;1;Armadura dos blocos, pilares e travamento dos apoios 3 a 28;;2026-01-08 00:00:00;2026-02-20 00:00:00;;;
21;AB-SPM00021D-115.117-925-C01-621;1;Armadura do bloco e pilar do apoio 29;;2026-01-08 00:00:00;2026-02-23 00:00:00;;;
22;AB-SPM00021D-115.117-925-C01-622;;Armadura da travessa do apoio 1;;;;;;
23;AB-SPM00021D-115.117-925-C01-623;;Armadura da travessa do apoio 2;;;;;;
24;AB-SPM00021D-115.117-925-C01-624;0;Armadura das travessas dos apoios 3 a 28;;2026-02-23 00:00:00;;;;
25;AB-SPM00021D-115.117-925-C01-625;;Armadura da travessa do apoio 29;;;;;;
26;AB-SPM00021D-115.117-925-C01-626;1;Armadura da viga de 12.10m;;2025-11-19 00:00:00;2026-01-06 00:00:00;;;
27;AB-SPM00021D-115.117-925-C01-627;;Cablagem da viga pré-moldada de 29.50m;;;;;;
28;AB-SPM00021D-115.117-925-C01-628;;Armadura suplementar da viga pré-moldada 29.50m;;;;;;
29;AB-SPM00021D-115.117-925-C01-629;;Cablagem da viga pré-moldada de 26.50m;;;;;;
30;AB-SPM00021D-115.117-925-C01-630;;Armadura suplementar da viga pré-moldada 26.50m;;;;;;
31;AB-SPM00021D-115.117-925-C01-631;;Cablagem da viga pré-moldada de 23.50m;;;;;;
32;AB-SPM00021D-115.117-925-C01-632;;Armadura suplementar da viga pré-moldada 23.50m;;;;;;
33;AB-SPM00021D-115.117-925-C01-633;;Forma e armadura das pré-lajes do vão 1;;;;;;
34;AB-SPM00021D-115.117-925-C01-634;;Forma e armadura das pré-lajes dos vãos 2 a 28;;;;;;
35;AB-SPM00021D-115.117-925-C01-635;;Forma e armadura das pré-lajes do vão 29;;;;;;
36;AB-SPM00021D-115.117-925-C01-636;;Armadura das transversinas do vão 1;;;;;;
37;AB-SPM00021D-115.117-925-C01-637;;Armadura das transversinas dos vãos 2 a 28;;;;;;
38;AB-SPM00021D-115.117-925-C01-638;;Armadura das transversinas do vão 29;;;;;;
39;AB-SPM00021D-115.117-925-C01-639;;Armadura das lajes dos vãos 1 a 3;;;;;;
40;AB-SPM00021D-115.117-925-C01-640;;Armadura das lajes dos vãos 4 a 18;;;;;;
41;AB-SPM00021D-115.117-925-C01-641;;Armadura das lajes dos vãos 19 a 24;;;;;;
42;AB-SPM00021D-115.117-925-C01-642;;Armadura das lajes dos vãos 25 a 28;;;;;;
43;AB-SPM00021D-115.117-925-C01-643;;Armadura da laje do vão 29;;;;;;
;;;;;;;;;
;;;;;;;;;
;AS BUILT;;;;;;;;
;AB-SPM00021D-115.117-925-C01-650;A;Armadura dos blocos, pilares e travamento dos apoios 3 a 28 - ALTERNATIVA;;2026-02-06 00:00:00;;;;
;AB-SPM00021D-115.117-925-C01-651;A;Armadura do blocos, pilares e travamento do apoio 2 - ALTERNATIVA;;2026-02-06 00:00:00;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;                ;;;;;
;;;;;;;;;
;;;Obra: ;Complexo Alto Tietê - OAE Agulha e Acesso - fase 3;;;P3940;;
;;;Estrada: ;SP-021 - Rodoanel Mário Covas - Leste;;;;;
;;;km / estaca: ;km 114+600 ao  km 117+000;;;;;
N;FOL / CÓD.;REV.;ASSUNTO;;R0;R1;R2;R3;
;;;;;;;;;
1;AB-SPM00021D-115.117-925-C01-101;1;Implantação - Planta, elevação e sondagens - apoios 1 a 5;;2025-10-03 00:00:00;2026-02-24 00:00:00;;;
2;AB-SPM00021D-115.117-925-C01-102;0;Formas - Plantas da superestrutura;;2025-10-20 00:00:00;;;;
3;AB-SPM00021D-115.117-925-C01-103;1;Formas - Seções e detalhes do apoio 1;;2025-10-03 00:00:00;2026-02-24 00:00:00;;;
4;AB-SPM00021D-115.117-925-C01-104;2;Formas - Seções e detalhes do apoio 2;;2025-10-03 00:00:00;2025-10-30 00:00:00;2026-02-24 00:00:00;;
5;AB-SPM00021D-115.117-925-C01-105;1;Formas - Seções e detalhes do apoio 3;;2025-10-30 00:00:00;2026-02-24 00:00:00;;;
6;AB-SPM00021D-115.117-925-C01-106;1;Formas - Seções e detalhes do apoio 4;;2025-10-20 00:00:00;2026-02-24 00:00:00;;;
7;AB-SPM00021D-115.117-925-C01-107;2;Formas - Seções e detalhes do apoio 5;;2025-10-03 00:00:00;2025-10-30 00:00:00;2026-02-24 00:00:00;;
8;AB-SPM00021D-115.117-925-C01-108;1;Armadura dos blocos, pilares e travamento do apoio 1;;2025-11-12 00:00:00;2026-02-25 00:00:00;;;
9;AB-SPM00021D-115.117-925-C01-109;1;Armadura dos blocos, pilares e travamento do apoio 2;;2026-02-06 00:00:00;2026-02-25 00:00:00;;;
10;AB-SPM00021D-115.117-925-C01-110;1;Armadura dos blocos, pilares e travamento do apoio 3;;2026-02-06 00:00:00;2026-02-25 00:00:00;;;
11;AB-SPM00021D-115.117-925-C01-111;1;Armadura dos blocos, pilares e travamento do apoio 4;;2026-02-06 00:00:00;2026-02-25 00:00:00;;;
12;AB-SPM00021D-115.117-925-C01-112;0;Armadura da travessa do apoio 1;;2026-03-27 00:00:00;;;;
13;AB-SPM00021D-115.117-925-C01-113;0;Armadura da travessa do apoio 2;;2026-03-27 00:00:00;;;;
14;AB-SPM00021D-115.117-925-C01-114;0;Armadura da travessa do apoio 3;;2026-03-27 00:00:00;;;;
15;AB-SPM00021D-115.117-925-C01-115;0;Armadura da travessa do apoio 4;;2026-03-27 00:00:00;;;;
16;AB-SPM00021D-115.117-925-C01-116;;Armadura da travessa do apoio 5;;;;;;
17;AB-SPM00021D-115.117-925-C01-117;;Cablagem da viga pré-moldada de 40.00m (vão 2);;;;;;
18;AB-SPM00021D-115.117-925-C01-118;;Armadura suplementar da viga pré-moldada de 40.00m (vão 2);;;;;;
19;AB-SPM00021D-115.117-925-C01-119;;Cablagem da viga pré-moldada de 38.00m (vão 3);;;;;;
20;AB-SPM00021D-115.117-925-C01-120;;Armadura suplementar da viga pré-moldada de 38.00m (vão 3);;;;;;
21;AB-SPM00021D-115.117-925-C01-121;0;Cablagem da viga pré-moldada de 31.80m (V3.3 do vão 3);;2026-03-27 00:00:00;;;;
22;AB-SPM00021D-115.117-925-C01-122;0;Armadura suplementar da viga pré-moldada de 31.80m (vão 3);;2026-03-27 00:00:00;;;;
23;AB-SPM00021D-115.117-925-C01-123;0;Cablagem da viga pré-moldada de 26.50m (vão 4);;2025-12-10 00:00:00;;;;
24;AB-SPM00021D-115.117-925-C01-124;0;Armadura suplementar da viga pré-moldada de 26.50m (vão 4);;2025-12-10 00:00:00;;;;
25;AB-SPM00021D-115.117-925-C01-125;;Cablagem da viga pré-moldada de 25.60m (vão 3);;;;;;
26;AB-SPM00021D-115.117-925-C01-126;;Armadura suplementar da viga pré-moldada de 25.60m (vão 3);;;;;;
27;AB-SPM00021D-115.117-925-C01-127;;Cablagem da viga pré-moldada de 20.90m (vão 3);;;;;;
28;AB-SPM00021D-115.117-925-C01-128;;Armadura suplementar da viga pré-moldada de 20.90m (vão 3);;;;;;
29;AB-SPM00021D-115.117-925-C01-129;;Cablagem da viga pré-moldada de 38.00m (vão 1);;;;;;
30;AB-SPM00021D-115.117-925-C01-130;;Armadura suplementar da viga pré-moldada de 38.00m (vão 1);;;;;;
31;AB-SPM00021D-115.117-925-C01-131;;Forma e armadura das pré-lajes do vão 1;;;;;;
32;AB-SPM00021D-115.117-925-C01-132;;Forma e armadura das pré-lajes do vão 2;;;;;;
33;AB-SPM00021D-115.117-925-C01-133;;Forma e armadura das pré-lajes do vão 3;;;;;;
34;AB-SPM00021D-115.117-925-C01-134;;Forma e armadura das pré-lajes do vão 4;;;;;;
35;AB-SPM00021D-115.117-925-C01-135;;Armadura das transversinas do vão 1;;;;;;
36;AB-SPM00021D-115.117-925-C01-136;;Armadura das transversinas do vão 2;;;;;;
37;AB-SPM00021D-115.117-925-C01-137;;Armadura das transversinas do vão 3;;;;;;
38;AB-SPM00021D-115.117-925-C01-138;;Armadura das transversinas do vão 4;;;;;;
39;AB-SPM00021D-115.117-925-C01-139;;Armadura das lajes do vão 1;;;;;;
40;AB-SPM00021D-115.117-925-C01-140;;Armadura das lajes do vão 2;;;;;;
41;AB-SPM00021D-115.117-925-C01-141;;Armadura das lajes dos vãos 3 e 4;;;;;;
;;;;;;;;;
;;;Obra: ;Complexo Alto Tietê - Alargamento Ramo 200 - fase 3;;;P3950;;
;;;Estrada: ;SP-021 - Rodoanel Mário Covas - Leste;;;;;
;;;km / estaca: ;km 114+600 ao  km 117+000;;;;;
N;FOL / CÓD.;REV.;ASSUNTO;;R0;R1;R2;R3;
;;;;;;;;;
1;AB-SPM00021D-115.117-925-C01-301;1;Implantação - Planta, elevação e sondagens - apoios 1 a 11;;2026-02-13 00:00:00;2026-03-16 00:00:00;;;
2;AB-SPM00021D-115.117-925-C01-302;0;Implantação - Planta, elevação e sondagens - apoios 11 a 19;;2026-02-13 00:00:00;;;;
3;AB-SPM00021D-115.117-925-C01-303;0;Implantação - Planta, elevação e sondagens - apoios 19 a 25;;2026-02-26 00:00:00;;;;
4;AB-SPM00021D-115.117-925-C01-304;;Formas - Plantas - parte 1/2;;;;;;
5;AB-SPM00021D-115.117-925-C01-305;;Formas - Plantas - parte 2/2;;;;;;
6;AB-SPM00021D-115.117-925-C01-306;;Formas - Seções e detalhes do apoio 1;;;;;;
7;AB-SPM00021D-115.117-925-C01-307;;Formas - Seções e detalhes do apoio 2;;;;;;
8;AB-SPM00021D-115.117-925-C01-308;;Formas - Seções e detalhes do apoio 3;;;;;;
9;AB-SPM00021D-115.117-925-C01-309;;Formas - Seções e detalhes do apoio 4;;;;;;
10;AB-SPM00021D-115.117-925-C01-310;;Formas - Seções e detalhes dos apoios 5 a 13;;;;;;
11;AB-SPM00021D-115.117-925-C01-311;;Formas - Seções e detalhes dos apoios 14 a 16;;;;;;
12;AB-SPM00021D-115.117-925-C01-312;;Formas - Seções e detalhes do apoio 17;;;;;;
13;AB-SPM00021D-115.117-925-C01-313;;Formas - Seções e detalhes do apoio 18;;;;;;
14;AB-SPM00021D-115.117-925-C01-314;;Formas - Seções e detalhes do apoio 19;;;;;;
15;AB-SPM00021D-115.117-925-C01-315;;Formas - Seções e detalhes do apoio 20;;;;;;
16;AB-SPM00021D-115.117-925-C01-316;;Formas - Seções e detalhes do apoio 21;;;;;;
17;AB-SPM00021D-115.117-925-C01-317;0;Formas - Seções e detalhes dos apoios 22 a 24;;2026-03-16 00:00:00;;;;
18;AB-SPM00021D-115.117-925-C01-318;0;Formas - Seções e detalhes do apoio 25;;2026-03-16 00:00:00;;;;
19;AB-SPM00021D-115.117-925-C01-319;1;Armadura da fundação - estacas tipo raiz - apoios 1 a 25;;2026-01-14 00:00:00;2026-02-05 00:00:00;;;
20;AB-SPM00021D-115.117-925-C01-320;0;Armadura dos blocos e pilares do apoio 1;;2026-02-26 00:00:00;;;;
21;AB-SPM00021D-115.117-925-C01-321;0;Armadura dos bloco e pilar do apoio 2;;2026-02-26 00:00:00;;;;
22;AB-SPM00021D-115.117-925-C01-322;0;Armadura dos blocos e pilares dos apoios 3 a 16 e 22 a 25;;2026-02-13 00:00:00;;;;
23;AB-SPM00021D-115.117-925-C01-323;0;Armadura dos blocos e pilares dos apoios 17 e 18;;2026-02-26 00:00:00;;;;
24;AB-SPM00021D-115.117-925-C01-324;0;Armadura do bloco e pilar do apoio 19;;2026-03-13 00:00:00;;;;
25;AB-SPM00021D-115.117-925-C01-325;0;Armadura do bloco e pilar do apoio 20;;2026-02-13 00:00:00;;;;
26;AB-SPM00021D-115.117-925-C01-326;0;Armadura do bloco e pilar do apoio 21;;2026-02-13 00:00:00;;;;
27;AB-SPM00021D-115.117-925-C01-327;;Armadura da travessa do apoio 1;;;;;;
28;AB-SPM00021D-115.117-925-C01-328;;Armadura da travessa do apoio 2;;;;;;
29;AB-SPM00021D-115.117-925-C01-329;;Armadura das travessas dos apoios 3 a 16 (ap. 3 diferente);;;;;;
30;AB-SPM00021D-115.117-925-C01-330;;Armadura da travessa do apoio 17;;;;;;
31;AB-SPM00021D-115.117-925-C01-331;;Armadura da travessa do apoio 18;;;;;;
32;AB-SPM00021D-115.117-925-C01-332;;Armadura da travessa do apoio 19;;;;;;
33;AB-SPM00021D-115.117-925-C01-333;;Armadura da travessa do apoio 20;;;;;;
34;AB-SPM00021D-115.117-925-C01-334;;Armadura da travessa do apoio 21;;;;;;
35;AB-SPM00021D-115.117-925-C01-335;0;Armadura das travessas dos apoios 22 a 25 (ap. 25 diferente);;2026-03-16 00:00:00;;;;
36;AB-SPM00021D-115.117-925-C01-336;0;Armadura da viga de 12.10m;;2026-03-16 00:00:00;;;;
37;AB-SPM00021D-115.117-925-C01-337;0;Armadura da viga de 11.64m (V1.2 / vão 1);;2026-03-16 00:00:00;;;;
38;AB-SPM00021D-115.117-925-C01-338;0;Armadura da viga de 11.26m (V1.3 / vão 1);;2026-03-16 00:00:00;;;;
39;AB-SPM00021D-115.117-925-C01-339;0;Armadura da viga de 10.96m (V1.4 / vão 1);;2026-03-16 00:00:00;;;;
40;AB-SPM00021D-115.117-925-C01-340;;Cablagem da viga pré-moldada de 22.00m;;;;;;
41;AB-SPM00021D-115.117-925-C01-341;;Armadura suplementar da viga pré-moldada 22.00m;;;;;;
42;AB-SPM00021D-115.117-925-C01-342;;Cablagem da viga pré-moldada de 16.70m;;;;;;
43;AB-SPM00021D-115.117-925-C01-343;;Armadura suplementar da viga pré-moldada 16.70m;;;;;;
44;AB-SPM00021D-115.117-925-C01-344;;Cablagem da viga pré-moldada de 32.60m;;;;;;
45;AB-SPM00021D-115.117-925-C01-345;;Armadura suplementar da viga pré-moldada 32.60m;;;;;;
46;AB-SPM00021D-115.117-925-C01-346;;Cablagem da viga pré-moldada de 30.70m;;;;;;
47;AB-SPM00021D-115.117-925-C01-347;;Armadura suplementar da viga pré-moldada 30.70m;;;;;;
48;AB-SPM00021D-115.117-925-C01-348;;Forma e armadura das pré-lajes do vão 1;;;;;;
49;AB-SPM00021D-115.117-925-C01-349;;Forma e armadura das pré-lajes do vão 2;;;;;;
50;AB-SPM00021D-115.117-925-C01-350;;Forma e armadura das pré-lajes dos vãos 3 a 16 e 21 a 24;;;;;;
51;AB-SPM00021D-115.117-925-C01-351;;Forma e armadura das pré-lajes dos vãos 17 a 20;;;;;;
52;AB-SPM00021D-115.117-925-C01-352;;Armadura das transversinas do vão 1;;;;;;
53;AB-SPM00021D-115.117-925-C01-353;;Armadura das transversinas do vão 2;;;;;;
54;AB-SPM00021D-115.117-925-C01-354;;Armadura das transversinas dos vãos 3 a 16 e 21 a 24;;;;;;
55;AB-SPM00021D-115.117-925-C01-355;;Armadura das transversinas dos vãos 17 e 18;;;;;;
56;AB-SPM00021D-115.117-925-C01-356;;Armadura das transversinas dos vãos 19 e 20;;;;;;
57;AB-SPM00021D-115.117-925-C01-357;;Armadura das lajes dos vãos 1 a 5;;;;;;
58;AB-SPM00021D-115.117-925-C01-358;;Armadura das lajes dos vãos 5 a 16;;;;;;
59;AB-SPM00021D-115.117-925-C01-359;;Armadura das lajes dos vãos 17 a 20;;;;;;
60;AB-SPM00021D-115.117-925-C01-360;;Armadura das lajes dos vãos 21 a 24;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;                ;;;;;
